;;;Krafträder;;;;;Personenkraftwagen ;;;;;;;;;;;;"Kraftomni-
;;09279 DINGOLFING-LANDAU;9.503;8.950;194;359;1.250;73.005;18.161;40.596;12.070;2.178;3.507;12.687;1.126;22;9.487;20.824;728;155;4.480;1.512;2.274;23;208;87;122;251;3;10.053;667;7.956;1.430;480;15.168;97.676;974;19.197
;RB ZUSAMMEN;;120.954;114.270;1.663;5.021;15.760;850.744;264.210;438.498;123.577;24.459;35.137;162.292;13.290;431;82.258;275.595;668;1.857;63.006;19.899;32.909;481;3.049;1.265;1.736;3.634;33;119.846;3.956;96.922;18.968;6.766;191.475;1.163.173;913;207.117
;RB OBERPFALZ;09361 AMBERG,STADT;2.298;2.228;34;36;298;25.301;9.068;12.198;3.215;820;1.041;3.528;389;29;3.170;8.740;595;45;1.641;588;795;14;80;29;58;76;1;680;131;456;93;147;2.513;30.112;708;3.343
;;09362 REGENSBURG,STADT;7.632;7.427;109;96;1.074;83.290;27.055;41.705;11.514;3.016;3.599;14.102;1.426;86;19.284;25.696;529;387;6.069;1.942;3.295;64;295;89;126;256;2;1.522;598;848;76;986;8.964;99.886;634;8.164
;;09363 WEIDEN I.D.OPF.,STADT;2.631;2.524;41;66;411;26.470;9.634;12.761;3.425;650;1.018;3.784;392;37;3.854;9.035;615;40;1.987;733;916;19;137;29;58;92;3;716;97;507;112;181;2.924;32.025;744;3.751
;;09371 AMBERG-SULZBACH;10.231;9.742;94;395;1.289;72.089;25.104;35.855;8.948;2.182;2.702;10.896;1.243;2;4.951;24.449;690;229;4.478;1.450;2.381;46;233;57;89;221;1;10.846;232;8.234;2.380;445;15.998;98.318;941;17.264
;;09372 CHAM;14.999;14.054;143;802;1.849;92.298;30.816;47.260;11.816;2.406;2.885;17.823;984;38;8.434;29.097;709;141;8.221;2.482;4.086;74;403;197;341;634;4;18.854;459;14.676;3.719;877;28.093;135.390;1.040;25.683
;;09373 NEUMARKT I.D.OPF.;13.704;13.107;151;446;1.807;92.867;30.590;47.900;11.729;2.648;3.625;13.609;1.625;26;11.089;28.449;673;214;7.793;2.672;3.923;58;381;131;211;415;2;13.082;510;10.327;2.245;709;21.798;128.369;930;21.511
;;09374 NEUSTADT A.D.WALDNAAB;10.188;9.568;114;506;1.477;66.854;23.561;33.576;8.062;1.655;2.268;9.944;905;1;4.556;21.949;697;66;4.107;1.351;2.044;38;236;64;119;254;1;11.043;296;8.085;2.662;544;15.760;92.802;967;16.789
;;09375 REGENSBURG;19.217;18.455;207;555;2.613;132.561;45.575;64.549;18.321;4.116;5.821;21.381;2.197;2;11.289;44.295;669;263;9.612;3.051;4.977;50;435;277;277;541;4;13.205;875;10.172;2.158;873;23.953;175.731;887;28.351
;;09376 SCHWANDORF;16.612;15.828;250;534;2.182;104.453;34.915;54.045;13.076;2.417;3.733;15.286;1.372;52;9.459;33.437;688;139;7.024;2.242;3.609;56;309;80;160;564;4;14.999;1.155;10.848;2.996;873;23.035;144.100;950;27.451
;;09377 TIRSCHENREUTH;7.719;7.276;65;378;990;49.584;18.669;24.439;5.471;1.005;1.532;7.597;570;29;3.698;16.212;687;101;3.580;1.207;1.822;27;194;32;90;208;-;8.598;444;6.275;1.879;486;12.765;70.068;971;13.332
;RB ZUSAMMEN;;105.231;100.209;1.208;3.814;13.990;745.767;254.987;374.288;95.577;20.915;28.224;117.950;11.103;302;79.784;241.359;658;1.625;54.512;17.718;27.848;446;2.703;985;1.529;3.261;22;93.545;4.797;70.428;18.320;6.121;155.803;1.006.801;888;165.639
;RB OBERFRANKEN;09461 BAMBERG,STADT;4.667;4.569;39;59;680;41.314;14.520;19.955;5.543;1.296;1.820;5.056;861;48;7.862;13.850;517;84;3.403;1.160;1.564;23;211;127;122;194;2;1.049;530;414;105;1.003;5.539;51.520;645;4.994
;;09462 BAYREUTH,STADT;3.642;3.513;65;64;558;41.425;14.800;19.981;5.139;1.505;1.668;5.978;612;41;8.770;13.512;556;74;3.253;1.085;1.591;34;153;64;171;152;3;808;140;549;119;596;4.731;49.798;668;4.226
;;09463 COBURG,STADT;2.588;2.539;19;30;328;25.458;9.124;12.236;3.287;811;1.277;3.546;343;26;4.423;8.542;608;55;1.698;593;893;43;68;17;38;45;1;369;31;264;74;178;2.300;30.346;725;2.740
;;09464 HOF,STADT;2.373;2.306;24;43;338;26.733;10.947;11.627;2.891;1.268;958;3.346;320;35;4.486;8.850;573;59;1.787;601;811;17;86;47;85;138;2;712;161;477;74;270;2.828;31.934;684;3.490
;;09471 BAMBERG;14.650;14.163;150;337;2.164;104.207;35.935;52.122;13.454;2.696;4.355;13.433;2.078;2;6.986;37.027;699;142;7.623;2.272;3.552;58;389;129;132;1.088;3;12.268;494;9.030;2.744;566;20.599;139.456;935;22.553
;;09472 BAYREUTH;10.459;9.826;110;523;1.513;72.700;26.998;35.333;8.602;1.767;2.950;11.666;1.188;3;4.536;25.925;694;204;4.592;1.559;2.249;56;219;77;119;310;3;12.203;223;8.987;2.993;746;17.745;100.904;964;15.891
;;09473 COBURG;7.409;7.149;83;177;1.036;60.287;22.957;28.482;7.214;1.634;2.639;8.132;834;1;4.369;22.098;692;28;3.727;1.239;1.833;57;223;69;114;188;4;5.353;375;3.709;1.269;359;9.467;77.163;886;12.525
;;09474 FORCHHEIM;11.036;10.621;103;312;1.616;79.379;28.102;38.414;10.571;2.292;3.681;11.858;1.695;23;4.845;28.534;673;264;4.735;1.619;2.416;38;256;82;104;219;1;9.382;258;7.161;1.963;484;14.865;105.280;893;14.398
;;09475 HOF;7.786;7.524;77;185;1.087;64.613;25.940;30.118;7.199;1.356;2.525;10.253;864;1;5.393;23.030;683;103;4.635;1.525;2.124;46;170;89;259;422;-;7.177;355;5.321;1.501;659;12.574;84.973;898;15.373
;;09476 KRONACH;6.227;5.926;63;238;743;46.225;18.067;21.990;5.210;958;1.917;8.051;515;19;4.130;16.201;696;60;3.029;950;1.449;59;156;71;126;216;2;5.196;300;3.785;1.111;460;8.745;61.197;922;10.783
;;09477 KULMBACH;6.456;6.210;58;188;986;50.798;18.598;24.623;6.304;1.273;2.226;7.746;776;17;5.287;18.312;709;86;3.686;1.213;1.959;43;149;37;76;208;1;6.009;262;4.314;1.433;339;10.120;67.374;940;11.312
;;09478 LICHTENFELS;6.143;5.932;78;133;842;45.719;16.582;22.327;5.855;955;2.009;6.090;661;14;3.770;16.233;679;69;3.396;1.077;1.681;40;193;90;147;167;1;5.485;199;4.015;1.271;376;9.326;61.188;909;10.097
;;09479 WUNSIEDEL I.FICHTELGEB.;5.975;5.747;71;157;826;47.624;18.990;22.099;5.515;1.020;1.798;7.267;710;23;4.347;17.110;661;80;2.813;1.045;1.406;34;112;28;88;99;1;4.279;127;3.173;979;353;7.525;61.124;849;9.695
;RB ZUSAMMEN;;89.411;86.025;940;2.446;12.717;706.482;261.560;339.307;86.784;18.831;29.823;102.422;11.457;253;69.204;249.224;658;1.308;48.377;15.938;23.528;548;2.385;927;1.581;3.446;24;70.290;3.455;51.199;15.636;6.389;126.364;922.257;859;138.077
;RB MITTELFRANKEN;09561 ANSBACH,STADT;2.592;2.519;38;35;438;25.808;8.521;12.995;3.526;766;1.021;3.420;445;44;4.080;8.652;611;31;1.679;458;892;21;100;48;69;89;2;1.281;92;924;265;183;3.174;31.574;748;3.669
;;09562 ERLANGEN,STADT;5.402;5.279;74;49;789;56.273;19.118;27.224;8.114;1.817;2.465;7.563;1.381;64;7.081;18.817;483;73;3.018;1.281;1.355;34;147;33;60;108;-;871;67;623;181;333;4.295;65.970;566;4.916
;;09563 FUERTH,STADT;6.629;6.422;133;74;928;64.464;23.090;30.365;9.277;1.732;3.157;8.593;1.186;58;7.138;22.780;490;130;4.341;1.502;2.277;33;216;114;85;112;2;851;156;612;83;318;5.640;76.733;584;6.043
;;09564 NUERNBERG,STADT;23.988;23.358;365;265;3.379;249.281;81.718;122.365;37.673;7.525;11.667;36.734;4.385;116;42.004;79.902;477;689;21.002;7.328;10.138;190;1.106;567;657;1.010;6;3.957;1.709;1.920;328;1.550;27.198;300.467;574;23.660
;;09565 SCHWABACH,STADT;2.929;2.860;42;27;455;26.398;9.219;12.526;3.836;817;1.414;3.782;548;1;3.599;9.385;640;27;1.701;507;959;14;71;35;31;82;2;549;55;360;134;134;2.411;31.738;770;3.134
;;09571 ANSBACH;18.087;17.309;262;516;2.656;130.191;42.829;66.549;17.285;3.528;5.271;16.375;2.450;-;9.540;44.142;690;202;9.190;2.931;4.664;82;490;177;241;602;3;23.366;640;17.053;5.673;1.054;33.812;182.090;965;32.571
;;09572 ERLANGEN-HOECHSTADT;10.757;10.420;137;200;1.545;94.494;31.058;45.831;13.603;4.002;4.738;13.730;2.174;4;8.311;33.587;670;171;4.677;1.575;2.416;38;234;80;96;234;4;6.023;401;4.085;1.537;429;11.300;116.551;827;14.914
;;09573 FUERTH;10.089;9.778;129;182;1.519;78.397;28.605;36.123;11.325;2.344;4.378;10.537;1.731;4;4.578;30.027;654;39;5.049;1.728;2.596;45;286;123;120;149;2;3.598;125;2.884;589;342;9.028;97.514;813;11.184
;;09574 NUERNBERGER LAND;14.966;14.567;151;248;2.262;113.067;39.237;54.242;16.051;3.537;5.875;17.162;2.660;36;10.506;40.915;655;69;6.941;2.360;3.603;78;313;109;148;324;6;8.536;362;6.044;2.130;664;16.210;144.243;835;17.987
;;09575 NEUSTADT/AISCH-WINDSHEIM;9.198;8.707;116;375;1.304;70.154;22.175;36.054;9.705;2.220;2.885;9.652;1.384;24;4.951;24.109;679;114;5.134;1.707;2.519;55;309;87;155;300;2;12.572;290;9.483;2.799;535;18.355;97.707;946;17.323
;;09576 ROTH;12.815;12.408;117;290;1.904;89.247;30.331;43.861;12.609;2.446;4.195;12.350;2.004;33;7.901;31.222;693;140;6.756;2.037;3.597;45;348;161;217;345;6;9.787;621;6.878;2.288;658;17.341;119.403;928;18.396
;;09577 WEISSENBURG-GUNZENHAUSEN;8.682;8.281;99;302;1.304;64.716;21.898;32.120;8.864;1.834;2.592;9.345;1.420;26;5.435;21.677;666;159;4.191;1.314;2.198;37;206;55;123;257;1;10.696;308;7.798;2.590;508;15.554;88.952;916;15.790
;RB ZUSAMMEN;;126.134;121.908;1.663;2.563;18.483;1.062.490;357.799;520.255;151.868;32.568;49.658;149.243;21.768;410;115.124;365.215;588;1.844;73.679;24.728;37.214;672;3.826;1.589;2.002;3.612;36;82.087;4.826;58.664;18.597;6.708;164.318;1.352.942;749;169.587
;RB UNTERFRANKEN;09661 ASCHAFFENBURG,STADT;3.767;3.669;53;45;495;44.491;15.151;20.794;6.302;2.244;2.289;6.135;674;53;8.580;14.403;614;106;3.767;1.122;2.043;42;179;77;126;163;15;504;103;274;127;292;4.669;52.927;731;4.304
;;09662 SCHWEINFURT,STADT;2.301;2.236;34;31;318;29.911;9.026;15.410;4.603;872;1.127;4.290;491;39;5.425;9.016;547;49;2.179;765;1.037;19;120;49;58;129;2;396;182;189;25;242;2.866;35.078;642;3.470
;;09663 WUERZBURG,STADT;6.289;6.129;92;68;877;63.812;21.143;31.129;9.329;2.211;3.253;8.607;1.184;69;12.005;20.875;499;105;5.928;1.716;3.023;129;627;128;116;188;1;966;194;660;112;826;7.825;77.926;610;6.634
;;09671 ASCHAFFENBURG;13.262;12.885;182;195;1.752;119.717;40.790;57.843;17.241;3.843;6.708;18.749;2.062;1;10.961;42.032;677;145;9.053;2.917;4.800;90;459;178;217;389;3;6.034;368;4.095;1.571;647;15.879;148.858;841;22.042
;;09672 BAD KISSINGEN;8.742;8.406;76;260;1.198;72.311;23.225;36.495;10.636;1.955;2.865;10.575;1.753;42;5.848;24.650;692;160;5.191;1.491;2.960;49;260;71;114;243;3;8.974;302;6.349;2.323;569;14.894;95.947;918;17.550
;;09673 RHOEN-GRABFELD;7.155;6.751;80;324;1.045;55.739;16.858;29.804;7.477;1.600;1.821;8.691;1.134;26;4.911;18.814;694;117;3.869;1.115;1.985;45;289;109;106;219;1;7.670;121;6.312;1.237;485;12.141;75.035;934;15.574
;;09674 HASSBERGE;7.914;7.505;76;333;1.083;59.955;18.825;31.515;7.944;1.671;2.278;7.888;1.246;20;4.299;20.295;705;120;4.278;1.262;2.183;57;298;78;190;209;1;8.456;345;6.002;2.109;490;13.344;81.213;956;15.192
;;09675 KITZINGEN;8.081;7.725;89;267;1.180;63.397;19.828;32.473;9.127;1.969;2.942;7.904;1.091;27;5.367;21.898;680;198;4.785;1.543;2.366;64;275;85;137;312;3;7.696;511;5.793;1.392;560;13.239;84.717;909;13.956
;;09676 MILTENBERG;9.308;8.927;140;241;1.268;87.898;29.486;44.074;12.225;2.113;4.225;13.022;1.611;34;9.311;30.033;677;120;6.243;1.916;3.333;78;362;144;134;272;4;5.352;186;3.583;1.583;492;12.207;109.413;843;17.696
;;09677 MAIN-SPESSART;11.377;10.886;164;327;1.494;87.297;28.139;44.235;12.620;2.303;3.586;14.053;1.720;36;6.330;29.228;687;270;6.298;1.879;3.275;87;410;113;220;312;2;9.653;287;6.738;2.628;604;16.825;115.499;908;19.841
;;09678 SCHWEINFURT;10.313;9.874;140;299;1.501;79.611;25.261;40.305;11.667;2.378;3.531;10.201;2.045;9;3.559;28.134;680;124;4.592;1.396;2.348;42;251;84;125;345;1;7.748;740;5.192;1.816;578;13.042;102.966;880;19.267
;;09679 WUERZBURG;13.965;13.512;176;277;1.920;108.878;36.903;53.101;15.111;3.763;5.510;14.149;2.267;3;8.102;38.392;659;41;6.899;2.237;3.446;78;328;112;208;490;-;8.470;322;6.465;1.683;621;16.031;138.874;840;19.586
;RB ZUSAMMEN;;102.474;98.505;1.302;2.667;14.131;873.017;284.635;437.178;124.282;26.922;40.135;124.264;17.278;359;84.698;297.770;654;1.555;63.082;19.359;32.799;780;3.858;1.228;1.751;3.271;36;71.919;3.661;51.652;16.606;6.406;142.962;1.118.453;838;175.112
;RB SCHWABEN;09761 AUGSBURG,STADT;13.482;13.133;238;111;1.788;141.382;49.451;67.508;20.937;3.486;6.110;19.581;2.663;73;21.228;45.117;470;353;9.437;3.184;4.894;99;482;194;255;323;6;1.441;246;1.005;190;826;12.057;166.921;554;12.480
;;09762 KAUFBEUREN,STADT;2.782;2.687;63;32;427;26.481;10.344;11.882;3.607;648;1.003;4.010;692;1;2.788;9.003;578;46;1.421;442;762;19;38;29;53;75;3;440;29;341;70;91;1.998;31.261;683;3.587
;;09763 KEMPTEN(ALLGAEU),STADT;4.153;4.040;69;44;566;40.820;14.968;18.997;5.346;1.509;1.507;7.440;1.062;47;7.127;13.006;583;80;2.743;879;1.387;13;108;75;79;202;-;1.032;121;776;135;551;4.406;49.379;705;4.717
;;09764 MEMMINGEN,STADT;2.567;2.491;42;34;371;27.661;9.782;13.225;3.883;771;1.215;4.003;486;16;4.398;8.757;603;11;1.785;484;942;11;115;24;57;151;1;873;151;593;129;160;2.829;33.057;721;3.877
;;09771 AICHACH-FRIEDBERG;14.499;13.981;245;273;2.080;90.196;29.393;43.613;14.304;2.886;4.823;13.564;2.033;19;7.520;30.318;657;164;7.521;2.241;3.891;94;538;179;210;364;4;9.316;338;7.028;1.950;642;17.643;122.338;891;20.906
;;09772 AUGSBURG;23.320;22.565;394;361;3.263;172.291;59.434;80.942;26.647;5.268;9.331;25.645;4.000;45;15.193;60.615;659;275;12.918;3.639;6.722;87;612;368;694;794;2;12.754;816;9.085;2.853;988;26.935;222.546;852;35.575
;;09773 DILLINGEN A.D.DONAU;9.274;8.918;126;230;1.274;68.296;21.783;34.310;10.663;1.540;3.125;10.475;1.104;20;5.219;23.195;689;46;4.871;1.472;2.509;41;241;104;189;315;-;9.335;414;6.851;2.070;510;14.762;92.332;932;19.285
;;09774 GUENZBURG;11.563;11.085;142;336;1.703;88.620;29.252;44.294;12.636;2.438;4.091;13.182;1.420;25;9.878;30.127;681;165;6.902;1.981;3.738;46;337;138;197;462;3;9.917;538;6.875;2.504;809;17.793;117.976;907;22.814
;;09775 NEU-ULM;14.784;14.388;169;227;2.249;114.586;40.947;53.679;16.934;3.026;5.799;15.965;2.289;34;11.008;39.752;635;139;7.303;2.027;3.755;63;448;286;182;541;1;6.544;689;4.219;1.636;603;14.589;143.959;798;22.356
;;09776 LINDAU (BODENSEE);9.053;8.829;115;109;1.284;54.118;19.221;25.177;8.193;1.527;2.711;11.559;1.647;10;5.504;18.951;649;66;3.554;1.206;1.872;33;137;36;87;179;4;5.080;82;3.865;1.133;284;8.984;72.155;865;9.775
;;09777 OSTALLGAEU;14.512;13.772;300;440;2.078;96.686;34.804;45.424;13.502;2.956;3.877;19.225;2.836;29;8.878;31.853;665;60;6.811;2.112;3.783;52;240;71;142;403;8;16.815;472;13.117;3.226;657;24.343;135.541;932;25.174
;;09778 UNTERALLGAEU;15.190;14.487;242;461;2.091;104.406;36.491;50.550;14.673;2.692;4.792;15.591;1.974;33;9.377;34.037;696;134;7.498;1.994;4.227;48;324;96;192;615;2;16.264;346;12.258;3.660;824;24.720;144.316;962;26.685
;;09779 DONAU-RIES;12.718;12.182;184;352;1.707;95.459;30.367;48.680;13.807;2.605;3.775;13.908;1.717;26;8.911;30.233;696;142;6.627;1.988;3.454;63;331;135;191;462;3;14.227;538;10.829;2.860;839;21.835;130.012;948;25.530
;;09780 OBERALLGAEU;16.147;15.597;226;324;2.314;105.272;39.105;49.362;13.711;3.094;4.108;27.028;3.431;6;10.700;36.034;662;265;7.614;2.428;4.105;87;294;107;197;393;3;12.982;273;10.565;2.144;746;21.607;143.026;900;22.957
;RB ZUSAMMEN;;164.044;158.155;2.555;3.334;23.195;1.226.274;425.342;587.643;178.843;34.446;56.267;201.176;27.354;384;127.729;410.998;630;1.946;87.005;26.077;46.041;756;4.245;1.842;2.725;5.279;40;117.020;5.053;87.407;24.560;8.530;214.501;1.604.819;825;255.718
BAYERN INSGESAMT;;;1.061.079;1.021.507;14.427;25.145;146.729;8.365.523;2.720.157;4.140.061;1.234.777;270.528;394.918;1.444.042;169.858;3.054;1.083.475;2.737.792;626;14.766;587.382;188.012;307.283;5.324;28.182;11.037;15.915;31.357;272;725.355;33.911;549.429;142.015;61.732;1.389.235;10.815.837;809;1.531.444
BERLIN                     ;;11000 BERLIN;120.600;118.043;1.714;843;16.350;1.244.061;478.100;558.073;171.688;36.200;46.305;149.807;19.029;1.328;193.065;416.727;331;2.431;118.034;46.418;54.250;1.813;4.859;3.021;2.582;5.052;39;7.448;3.769;3.344;335;9.478;137.391;1.502.052;400;101.706
BERLIN INSGESAMT;;;120.600;118.043;1.714;843;16.350;1.244.061;478.100;558.073;171.688;36.200;46.305;149.807;19.029;1.328;193.065;416.727;331;2.431;118.034;46.418;54.250;1.813;4.859;3.021;2.582;5.052;39;7.448;3.769;3.344;335;9.478;137.391;1.502.052;400;101.706
BRANDENBURG;;12051 BRANDENBURG/HAVEL,STADT;2.663;2.606;14;43;335;35.183;14.349;16.237;3.856;741;736;3.820;514;5;3.636;12.719;478;44;3.208;1.408;1.430;88;94;29;47;112;-;452;171;266;15;276;3.980;41.826;568;7.491
;;12052 COTTBUS, STADT;3.711;3.645;14;52;375;48.621;18.953;23.581;5.430;657;850;5.210;505;34;5.540;18.051;489;138;4.655;2.032;2.099;100;152;79;86;106;1;782;167;550;65;415;5.990;58.322;586;8.247
;;12053 FRANKFURT/ODER,STADT;2.177;2.135;17;25;252;28.253;11.666;13.369;2.880;338;494;3.168;245;25;3.080;10.402;485;38;3.608;1.120;2.067;118;72;25;106;99;1;605;207;368;30;278;4.529;34.959;600;4.365
;;12054 POTSDAM,STADT;6.284;6.171;58;55;876;76.804;30.399;35.162;9.334;1.909;2.355;8.886;1.317;24;9.043;27.762;413;174;5.794;2.494;2.744;72;199;60;71;150;4;485;100;374;11;460;6.913;90.001;485;8.432
;;12060 BARNIM;13.030;12.728;131;171;1.802;110.690;43.382;50.948;13.981;2.379;2.675;13.235;2.171;50;6.713;43.543;577;234;11.083;4.588;5.281;198;388;155;182;286;5;2.669;537;1.971;161;756;14.742;138.462;722;27.320
;;12061 DAHME-SPREEWALD;12.065;11.786;101;178;1.740;109.136;41.179;51.558;14.052;2.347;2.879;13.546;1.688;47;9.780;42.660;610;208;12.128;4.651;5.881;291;537;179;239;350;-;4.668;792;3.514;362;962;17.966;139.167;778;30.269
;;12062 ELBE-ELSTER;6.710;6.461;37;212;828;63.724;23.523;32.514;7.040;647;1.070;7.295;664;35;4.608;24.214;632;135;7.446;3.093;3.456;221;215;108;162;189;2;5.151;260;4.439;452;715;13.447;83.881;831;20.532
;;12063 HAVELLAND;11.135;10.837;120;178;1.677;97.976;38.156;44.825;12.639;2.356;3.076;11.990;1.797;35;6.271;38.278;579;140;9.860;3.809;4.749;180;309;184;226;401;2;2.685;415;2.138;132;861;13.546;122.657;724;26.442
;;12064 MAERKISCH-ODERLAND;14.645;14.259;153;233;2.144;121.488;46.903;57.371;15.038;2.176;2.702;14.601;2.076;40;8.909;47.476;607;167;13.913;5.475;6.583;275;456;186;261;671;6;4.040;537;3.302;201;1.146;19.266;155.399;776;31.312
;;12065 OBERHAVEL;15.408;15.043;163;202;2.276;126.219;49.316;57.640;16.447;2.816;3.856;14.954;2.284;45;7.743;49.880;578;132;12.725;5.269;5.818;228;463;189;277;479;2;3.320;703;2.426;191;884;17.061;158.688;726;31.267
;;12066 OBERSPREEWALD-LAUSITZ;6.574;6.381;40;153;770;65.275;24.573;33.209;6.859;634;1.000;6.918;704;38;5.441;25.088;603;44;6.629;2.703;3.025;161;224;98;172;239;7;3.222;322;2.516;384;721;10.616;82.465;762;18.935
;;12067 ODER-SPREE;11.172;10.896;79;197;1.485;109.632;42.919;51.505;13.325;1.883;2.423;13.814;1.764;64;7.714;43.618;601;155;11.784;4.764;5.686;214;365;155;200;396;4;4.207;584;3.367;256;949;17.095;137.899;756;28.743
;;12068 OSTPRIGNITZ-RUPPIN;6.284;6.066;29;189;835;59.485;22.662;28.890;7.137;796;1.147;7.203;1.013;35;5.366;23.261;596;145;7.476;3.176;3.461;158;205;88;170;218;-;3.634;221;3.157;256;718;11.973;77.742;778;22.972
;;12069 POTSDAM-MITTELMARK;14.673;14.261;115;297;1.993;133.323;50.092;62.166;17.553;3.512;4.804;16.994;2.508;60;9.970;52.025;599;293;14.122;5.718;6.854;244;491;210;240;363;2;5.217;503;4.328;386;1.278;20.910;168.906;759;32.869
;;12070 PRIGNITZ;4.075;3.906;22;147;511;46.133;16.593;23.285;5.754;501;821;5.901;727;27;4.661;17.455;607;100;5.894;2.540;2.811;75;180;60;82;140;6;3.834;256;3.379;199;666;10.494;60.702;798;17.055
;;12071 SPREE-NEISSE;7.607;7.381;47;179;911;71.257;26.902;35.055;8.518;782;1.335;8.493;832;39;4.694;28.059;633;100;8.137;3.276;3.682;242;302;147;180;301;7;4.065;446;3.259;360;771;13.073;91.937;817;21.906
;;12072 TELTOW-FLAEMING;12.767;12.460;119;188;1.783;109.099;42.681;50.715;13.255;2.448;3.157;12.970;1.641;53;10.137;41.642;618;180;12.528;4.712;5.858;252;458;337;324;581;6;4.061;986;2.799;276;1.843;18.612;140.478;795;26.702
;;12073 UCKERMARK;7.421;7.192;40;189;1.035;68.684;26.093;33.992;7.733;866;1.044;8.779;847;51;4.790;25.505;583;175;7.395;3.207;3.328;131;188;111;143;282;5;4.563;428;3.946;189;917;13.050;89.155;757;21.754
BRANDENBURG INSGESAMT;;;158.401;154.214;1.299;2.888;21.628;1.480.982;570.341;702.022;180.831;27.788;36.424;177.777;23.297;707;118.096;571.638;576;2.602;158.385;64.035;74.813;3.248;5.298;2.400;3.168;5.363;60;57.660;7.635;46.099;3.926;14.616;233.263;1.872.646;728;386.613
BREMEN                    ;;04011 BREMEN, STADT;17.682;17.304;196;182;2.197;248.315;90.809;115.794;35.663;6.049;10.013;28.808;5.021;99;36.417;80.971;436;397;16.942;6.557;8.017;232;650;438;474;568;6;3.274;1.863;1.110;301;1.953;22.566;288.563;507;30.847
;;04012 BREMERHAVEN,STADT;3.364;3.280;34;50;418;52.362;21.090;23.416;6.819;1.037;1.709;5.124;807;41;6.238;17.666;453;105;3.801;1.308;1.976;34;250;56;61;116;-;553;329;200;24;303;4.762;60.488;524;6.508
